run_id,workflow_name,path,event,status,conclusion,created_at,updated_at,run_started_at,head_branch
28598565175,CI,.github/workflows/ci.yml,pull_request,completed,success,2026-07-02T14:39:19Z,2026-07-02T14:41:16Z,2026-07-02T14:39:19Z,claude/go-q6wmrk
28599095546,Run syncSources now (propulse-business-87f7a / strategic360),.github/workflows/run-sync-now.yml,workflow_dispatch,completed,success,2026-07-02T14:47:12Z,2026-07-02T14:48:23Z,2026-07-02T14:47:12Z,claude/go-q6wmrk
28599303930,Deploy (propulse-business-87f7a / strategic360),.github/workflows/deploy.yml,workflow_dispatch,completed,success,2026-07-02T14:50:17Z,2026-07-02T14:55:04Z,2026-07-02T14:50:17Z,claude/go-q6wmrk
28599307773,CI,.github/workflows/ci.yml,pull_request,completed,success,2026-07-02T14:50:20Z,2026-07-02T14:52:10Z,2026-07-02T14:50:20Z,claude/go-q6wmrk
28599913372,Run syncSources now (propulse-business-87f7a / strategic360),.github/workflows/run-sync-now.yml,workflow_dispatch,completed,success,2026-07-02T14:59:16Z,2026-07-02T15:00:02Z,2026-07-02T14:59:16Z,claude/go-q6wmrk
28600307765,Deploy (propulse-business-87f7a / strategic360),.github/workflows/deploy.yml,workflow_dispatch,completed,success,2026-07-02T15:05:01Z,2026-07-02T15:10:07Z,2026-07-02T15:05:01Z,claude/go-q6wmrk
28600308910,CI,.github/workflows/ci.yml,pull_request,completed,success,2026-07-02T15:05:03Z,2026-07-02T15:07:02Z,2026-07-02T15:05:03Z,claude/go-q6wmrk
28600844746,Run syncSources now (propulse-business-87f7a / strategic360),.github/workflows/run-sync-now.yml,workflow_dispatch,completed,success,2026-07-02T15:13:09Z,2026-07-02T15:13:53Z,2026-07-02T15:13:09Z,claude/go-q6wmrk
28601484631,Deploy (propulse-business-87f7a / strategic360),.github/workflows/deploy.yml,workflow_dispatch,completed,success,2026-07-02T15:22:55Z,2026-07-02T15:26:58Z,2026-07-02T15:22:55Z,claude/go-q6wmrk
28601484752,CI,.github/workflows/ci.yml,pull_request,completed,success,2026-07-02T15:22:55Z,2026-07-02T15:25:19Z,2026-07-02T15:22:55Z,claude/go-q6wmrk
28601766803,Run syncSources now (propulse-business-87f7a / strategic360),.github/workflows/run-sync-now.yml,workflow_dispatch,completed,success,2026-07-02T15:27:15Z,2026-07-02T15:28:05Z,2026-07-02T15:27:15Z,claude/go-q6wmrk
28609830017,Deploy (propulse-business-87f7a / strategic360),.github/workflows/deploy.yml,workflow_dispatch,completed,success,2026-07-02T17:38:53Z,2026-07-02T17:43:17Z,2026-07-02T17:38:53Z,claude/go-q6wmrk
28609830451,CI,.github/workflows/ci.yml,pull_request,completed,success,2026-07-02T17:38:54Z,2026-07-02T17:40:42Z,2026-07-02T17:38:54Z,claude/go-q6wmrk
28610262939,Run syncSources now (propulse-business-87f7a / strategic360),.github/workflows/run-sync-now.yml,workflow_dispatch,completed,success,2026-07-02T17:46:10Z,2026-07-02T17:46:55Z,2026-07-02T17:46:10Z,claude/go-q6wmrk
28611093994,CI,.github/workflows/ci.yml,pull_request,completed,success,2026-07-02T18:00:24Z,2026-07-02T18:02:12Z,2026-07-02T18:00:24Z,claude/go-q6wmrk
28611353227,CI,.github/workflows/ci.yml,pull_request,completed,success,2026-07-02T18:04:38Z,2026-07-02T18:06:30Z,2026-07-02T18:04:38Z,claude/go-q6wmrk
28611356037,Deploy (propulse-business-87f7a / strategic360),.github/workflows/deploy.yml,workflow_dispatch,completed,success,2026-07-02T18:04:41Z,2026-07-02T18:09:19Z,2026-07-02T18:04:41Z,claude/go-q6wmrk
28611851828,Run syncSources now (propulse-business-87f7a / strategic360),.github/workflows/run-sync-now.yml,workflow_dispatch,completed,success,2026-07-02T18:13:19Z,2026-07-02T18:14:04Z,2026-07-02T18:13:19Z,claude/go-q6wmrk
28612067590,CI,.github/workflows/ci.yml,pull_request,completed,success,2026-07-02T18:17:02Z,2026-07-02T18:18:55Z,2026-07-02T18:17:02Z,claude/go-q6wmrk
28612072917,Deploy (propulse-business-87f7a / strategic360),.github/workflows/deploy.yml,workflow_dispatch,completed,success,2026-07-02T18:17:07Z,2026-07-02T18:21:58Z,2026-07-02T18:17:07Z,claude/go-q6wmrk
28612966942,Run syncSources now (propulse-business-87f7a / strategic360),.github/workflows/run-sync-now.yml,workflow_dispatch,completed,success,2026-07-02T18:32:19Z,2026-07-02T18:33:10Z,2026-07-02T18:32:19Z,claude/go-q6wmrk
28613386557,CI,.github/workflows/ci.yml,pull_request,completed,success,2026-07-02T18:39:20Z,2026-07-02T18:41:09Z,2026-07-02T18:39:20Z,claude/go-q6wmrk
28613390275,Deploy (propulse-business-87f7a / strategic360),.github/workflows/deploy.yml,workflow_dispatch,completed,success,2026-07-02T18:39:24Z,2026-07-02T18:43:58Z,2026-07-02T18:39:24Z,claude/go-q6wmrk
28613681266,Run syncSources now (propulse-business-87f7a / strategic360),.github/workflows/run-sync-now.yml,workflow_dispatch,completed,success,2026-07-02T18:44:17Z,2026-07-02T18:45:11Z,2026-07-02T18:44:17Z,claude/go-q6wmrk
28613940465,CI,.github/workflows/ci.yml,pull_request,completed,success,2026-07-02T18:48:45Z,2026-07-02T18:50:36Z,2026-07-02T18:48:45Z,claude/go-q6wmrk
28614008058,CI,.github/workflows/ci.yml,pull_request,completed,success,2026-07-02T18:49:56Z,2026-07-02T18:51:50Z,2026-07-02T18:49:56Z,claude/go-q6wmrk
28614220855,CI,.github/workflows/ci.yml,pull_request,completed,success,2026-07-02T18:53:33Z,2026-07-02T18:55:24Z,2026-07-02T18:53:33Z,claude/go-q6wmrk
28614405914,CI,.github/workflows/ci.yml,pull_request,completed,success,2026-07-02T18:56:43Z,2026-07-02T18:58:35Z,2026-07-02T18:56:43Z,claude/go-q6wmrk
28614556686,CI,.github/workflows/ci.yml,pull_request,completed,success,2026-07-02T18:59:22Z,2026-07-02T19:01:08Z,2026-07-02T18:59:22Z,claude/go-q6wmrk
28614561004,Deploy (propulse-business-87f7a / strategic360),.github/workflows/deploy.yml,workflow_dispatch,completed,success,2026-07-02T18:59:27Z,2026-07-02T19:03:56Z,2026-07-02T18:59:27Z,claude/go-q6wmrk
28614852509,Cleanup sample data (propulse-business-87f7a / strategic360),.github/workflows/cleanup-sample-data.yml,workflow_dispatch,completed,success,2026-07-02T19:04:16Z,2026-07-02T19:06:14Z,2026-07-02T19:04:16Z,claude/go-q6wmrk
28615431448,CI,.github/workflows/ci.yml,pull_request,completed,success,2026-07-02T19:14:41Z,2026-07-02T19:16:31Z,2026-07-02T19:14:41Z,claude/go-q6wmrk
28615632486,CI,.github/workflows/ci.yml,pull_request,completed,success,2026-07-02T19:18:25Z,2026-07-02T19:20:34Z,2026-07-02T19:18:25Z,claude/go-q6wmrk
28615641937,Deploy (propulse-business-87f7a / strategic360),.github/workflows/deploy.yml,workflow_dispatch,completed,success,2026-07-02T19:18:35Z,2026-07-02T19:23:29Z,2026-07-02T19:18:35Z,claude/go-q6wmrk
28615942458,Seed data (propulse-business-87f7a / strategic360),.github/workflows/seed-data.yml,workflow_dispatch,completed,success,2026-07-02T19:24:05Z,2026-07-02T19:26:13Z,2026-07-02T19:24:05Z,claude/go-q6wmrk
28616131273,Run syncSources now (propulse-business-87f7a / strategic360),.github/workflows/run-sync-now.yml,workflow_dispatch,completed,success,2026-07-02T19:27:28Z,2026-07-02T19:28:15Z,2026-07-02T19:27:28Z,claude/go-q6wmrk
28616344331,Run enrichStrategicArtifacts now (propulse-business-87f7a / strategic360),.github/workflows/run-enrich-now.yml,workflow_dispatch,completed,success,2026-07-02T19:31:18Z,2026-07-02T19:32:44Z,2026-07-02T19:31:18Z,claude/go-q6wmrk
28619036277,CI,.github/workflows/ci.yml,pull_request,completed,success,2026-07-02T20:20:06Z,2026-07-02T20:21:59Z,2026-07-02T20:20:06Z,claude/go-q6wmrk
28619039459,Deploy (propulse-business-87f7a / strategic360),.github/workflows/deploy.yml,workflow_dispatch,completed,success,2026-07-02T20:20:09Z,2026-07-02T20:25:07Z,2026-07-02T20:20:09Z,claude/go-q6wmrk
28619852436,CI,.github/workflows/ci.yml,pull_request,completed,success,2026-07-02T20:34:54Z,2026-07-02T20:36:40Z,2026-07-02T20:34:54Z,claude/go-q6wmrk
28619854196,Inspect internal data (propulse-business-87f7a — READ ONLY),.github/workflows/inspect-internal-data.yml,workflow_dispatch,completed,success,2026-07-02T20:34:56Z,2026-07-02T20:37:26Z,2026-07-02T20:34:56Z,claude/go-q6wmrk
28620087294,CI,.github/workflows/ci.yml,pull_request,completed,success,2026-07-02T20:39:07Z,2026-07-02T20:40:53Z,2026-07-02T20:39:07Z,claude/go-q6wmrk
28620088368,Inspect internal data (propulse-business-87f7a — READ ONLY),.github/workflows/inspect-internal-data.yml,workflow_dispatch,completed,success,2026-07-02T20:39:08Z,2026-07-02T20:41:07Z,2026-07-02T20:39:08Z,claude/go-q6wmrk
